userID,bookID,prediction
u17832892,b51986055
u14921259,b31362596
u98513179,b58947933
u87389642,b65629315
u20532556,b82793590
u63254508,b26003550
u31963481,b07855606
u67576383,b81974345
u32275928,b73316399
u61704881,b81360774
u06129965,b21557753
u80238477,b20547482
u56462594,b03579093
u69815652,b83795179
u49774480,b28624417
u39508516,b71399591
u57302916,b21893915
u03077867,b22198568
u92156745,b00653768
u34142368,b15460735
u99370625,b26385014
u42113828,b47096249
u65832518,b79619792
u78422730,b92071779
u47418725,b02793254
u87164096,b64926766
u60031317,b45502382
u02255027,b66416013
u21504615,b17041737
u78828808,b26385014
u01283146,b64045516
u82422854,b86312895
u50137247,b44076377
u17494756,b09365531
u20147182,b17741315
u52933646,b46271044
u97284410,b86376623
u24883700,b56879260
u35634094,b76988614
u44207648,b78647061
u60301209,b80479144
u13597624,b08004121
u33364550,b52503900
u02128810,b74609159
u43797989,b13540873
u59143919,b14888446
u34987592,b19867465
u56426501,b09690709
u06394160,b54781444
u46189372,b90814876
u18535395,b39398529
u89944382,b91686353
u81606584,b06766591
u90536002,b62470547
u60958575,b95439113
u05760886,b29802159
u85294245,b55067058
u01257267,b26138336
u50240445,b30381917
u81952853,b37363405
u84791611,b23369233
u75880159,b75880061
u22411386,b09637723
u22662189,b04374540
u33626767,b05154189
u87005946,b64538575
u16136470,b47056757
u32285557,b47096249
u36916415,b66908318
u11618294,b67584295
u33780241,b54878424
u07242663,b82148195
u76335699,b29802159
u41770427,b11516322
u77254813,b96436162
u74513881,b84216708
u55811116,b54781444
u59097838,b78008834
u29655014,b35526856
u92937463,b68297715
u55395956,b46312782
u45208527,b21557753
u31876679,b28801125
u25235630,b23760358
u97022165,b02562594
u25362594,b57433744
u66970209,b03714508
u78550924,b33091876
u65810250,b29998162
u99702511,b44711938
u87023305,b74034107
u51867888,b52484884
u25331281,b19867465
u71023688,b66908318
u38303293,b14548141
u06064862,b92040053
u07577351,b96046621
u69836498,b00278122
u54148133,b11016043
u99077419,b99620979
u95801172,b73813199
u57167390,b76040943
u66881343,b82203807
u03803342,b63610747
u51282896,b15730430
u51984237,b75726267
u20289357,b38240457
u65523196,b39398529
u34317703,b68622451
u06577124,b31988440
u98258782,b61372131
u87180734,b25847150
u89190867,b38122928
u89336054,b73733655
u21750681,b40128170
u60659034,b90923267
u46487107,b04588843
u51674834,b90796075
u04347483,b97302773
u28021689,b69761665
u00674852,b03458965
u02412196,b88947899
u15664343,b61708853
u16968302,b38214177
u27792313,b67956548
u55972856,b62396194
u24758169,b15218884
u27691210,b11481995
u81321537,b19821007
u72096536,b70930132
u17578542,b80854971
u32289262,b26651756
u53002416,b39501581
u34957828,b18978605
u81534409,b62853608
u23967078,b25342608
u99245900,b88754191
u03928337,b37657413
u98649733,b74094475
u07777171,b13215805
u62425760,b79994865
u99482094,b43914262
u49589446,b80719023
u94644146,b63602718
u55929163,b97302773
u04685360,b11516322
u69540493,b64083844
u80219685,b42637407
u62802947,b52645958
u83052461,b66994950
u53098970,b58075017
u14477512,b20358707
u17170720,b50384790
u88529568,b96067067
u49910645,b36224199
u85022212,b02216476
u97804023,b00278122
u21222582,b72243003
u70528229,b88156217
u43951342,b07831192
u05806541,b95816463
u64758440,b70139295
u49054375,b65629315
u41782494,b09123950
u24188384,b36766414
u80105745,b06167371
u41147846,b17187529
u28418535,b04797457
u84876258,b20478240
u93362544,b16365742
u75556645,b06167371
u22510032,b13222925
u19526801,b37466269
u76329381,b39664275
u37655260,b94385137
u75708033,b94981843
u10397869,b09399885
u27426756,b29738200
u16687973,b24097557
u64440459,b46024181
u30995785,b58973293
u85804639,b79928088
u97504650,b88733051
u52142148,b68998721
u85405972,b59881354
u92446519,b96744826
u64660681,b04529407
u40888503,b78858318
u55653027,b00255011
u18479340,b79815294
u33841609,b07327816
u60645427,b16365742
u28998397,b93936801
u91845111,b90005045
u18904204,b19516972
u94261250,b18469261
u60118382,b75622933
u56334923,b70680443
u83287692,b09049778
u70737100,b79253970
u46209564,b88805343
u35428739,b35526856
u37684741,b09049778
u66422273,b88562055
u00517184,b44488728
u47062621,b99069142
u76990456,b38337565
u32366204,b77136574
u52264007,b89817655
u11675042,b97659010
u90127761,b30342653
u09051557,b20547561
u41975057,b73353044
u03624496,b74929101
u04844640,b44037001
u42745974,b93150761
u26715218,b15860915
u41741435,b90844342
u84104407,b58335280
u26738032,b27096444
u15443350,b34755064
u31408019,b68965152
u89289352,b69763611
u25685715,b13298774
u24245204,b75695294
u09411493,b34466452
u44941838,b14338293
u26289449,b65606948
u84492487,b17244552
u57537695,b63043179
u64390767,b83439687
u03384043,b15268547
u32807673,b17187529
u65571493,b37477742
u52670570,b36494030
u60959289,b25321754
u03354375,b99145398
u86767617,b19953221
u37151082,b90032980
u31723461,b72750413
u54793466,b86788370
u03159324,b21557753
u47395714,b82148195
u02790181,b24274613
u54981120,b76040943
u25275900,b39050561
u15903284,b14311233
u86852149,b39739347
u55881123,b75100696
u19636190,b86609689
u15339022,b56751792
u20044065,b52736396
u42378100,b62761201
u37326972,b39398529
u42292933,b21674268
u68918240,b52485134
u68511836,b38730188
u53274598,b11516322
u04878928,b67150201
u92467232,b13716034
u49163917,b05154189
u48764529,b86603263
u39201858,b47764774
u80713921,b46983724
u55963896,b43915900
u85140297,b70342723
u22978018,b70701888
u03259927,b24413532
u37551860,b44615453
u81981700,b76932568
u04571700,b84892512
u97096868,b19867465
u52946121,b54369491
u09163932,b51485694
u10537550,b76329691
u01098180,b29802159
u56298849,b85321421
u09169542,b46024181
u43551925,b22016281
u96404228,b97062216
u38066437,b67030393
u27207590,b08004121
u58448416,b87439329
u79373616,b05154189
u74613111,b01714936
u46937493,b26953382
u86675497,b19410069
u52027995,b74559815
u75299123,b69989437
u53683296,b90764043
u22793605,b73098962
u46937493,b16001033
u72646099,b98824412
u12089845,b47303902
u32664682,b62718965
u92124360,b39050561
u04346189,b06439034
u05484478,b64538575
u75477316,b60107102
u13797876,b69191526
u98694846,b41341679
u30566146,b28981063
u66686788,b64932806
u88523025,b12920844
u89789555,b46344425
u74800369,b01714936
u31903808,b07150752
u49905319,b52500520
u67359517,b88947899
u42270110,b26138336
u52453326,b96067067
u09985071,b60613242
u42528828,b07563168
u00882770,b26354292
u27545987,b84753332
u62064722,b22226947
u38576263,b73813199
u44127137,b90720538
u95014035,b38238028
u32592052,b63622997
u57943745,b72782535
u54438342,b56816784
u72779856,b22570609
u51015408,b51791070
u80545299,b12288445
u16950081,b41726148
u52004346,b37561328
u30056847,b80531041
u15673904,b76305437
u21927923,b89024434
u58931399,b42046854
u33521229,b78402742
u71392835,b13222925
u95111492,b79928088
u43034138,b14653724
u31042844,b96367319
u41558067,b51735088
u23414935,b88182084
u71506103,b94732784
u25130436,b73062540
u53370719,b73296646
u82820981,b80596289
u76496466,b71904117
u46410914,b46006537
u42229875,b84003655
u06588019,b04222499
u30822497,b43479570
u25616849,b18610759
u99521392,b35526856
u32262871,b20790379
u84426400,b29392448
u17340087,b08135061
u04273726,b94454893
u37075471,b24886026
u90608175,b22204774
u33529038,b12151882
u91839334,b39676787
u45763677,b32439426
u66326180,b21400871
u45629803,b03458965
u51288595,b10239804
u26771904,b05487017
u26758830,b70912031
u87423585,b40598851
u59076583,b48021111
u64451348,b14547631
u74180310,b17585340
u74026838,b26616276
u30529070,b23760358
u09479839,b20144597
u09031290,b52523183
u31082611,b51986055
u87361031,b49740475
u35683151,b57167994
u82243049,b67030393
u78822346,b86376623
u48525144,b20905228
u24258489,b69989437
u00173278,b20135529
u27171652,b82682340
u12089845,b20812505
u89505010,b39837030
u40392321,b09304076
u18178666,b50275880
u99143146,b54499051
u60092297,b76329491
u47504882,b25808746
u03926025,b70912031
u16581860,b67165478
u02249509,b67550881
u20128710,b36766414
u82753211,b21221430
u95539341,b98335764
u04553027,b73921727
u36059952,b86212728
u21269242,b39260049
u12768642,b74511960
u87623235,b79928088
u48100030,b65667329
u67289516,b90354954
u78850166,b16231894
u78088174,b86377281
u25148688,b43479570
u44829333,b46344425
u28900632,b67584295
u24991825,b69647795
u55968146,b29802159
u15532276,b61430045
u27507536,b44377908
u27720122,b34463991
u53839847,b65216323
u75536482,b29505914
u85293388,b51068688
u44930551,b31821160
u57016763,b21674268
u17524044,b51332181
u44715210,b34755064
u96448185,b43521644
u41870835,b79253970
u97183695,b07812624
u79674829,b07278059
u66498298,b69989437
u72946262,b51332181
u78584736,b82148195
u29712206,b82853645
u21257300,b09614554
u67964450,b79928088
u65842138,b89572033
u41960750,b68759472
u35386473,b80596289
u45856961,b82148195
u37384333,b06167371
u20558426,b13298774
u83190357,b79640364
u51060214,b57283428
u21132835,b73712332
u59760546,b23760358
u29161789,b51534871
u18398508,b42749067
u87402876,b14338293
u04842819,b05154189
u57647401,b33091876
u84659559,b42227543
u30632823,b31310601
u42896748,b71827801
u46693505,b21231766
u53274598,b96621963
u09868115,b52648851
u13687492,b17618752
u39456243,b66416013
u65024457,b39916665
u23364336,b90593106
u09600630,b29998162
u89356530,b07666694
u86700844,b07925447
u58528081,b20537286
u84257148,b93198882
u37215839,b00553199
u53507546,b95656028
u71605139,b54842512
u86869148,b11689530
u60746807,b58973293
u85577626,b18469261
u65037244,b83135565
u87839834,b88463400
u94448754,b48718276
u51710996,b20263758
u92127840,b48801576
u31253563,b88947899
u76884862,b86889066
u80414607,b00450789
u47145091,b90724246
u03846552,b38352355
u45916414,b19406922
u76724774,b63721105
u27947311,b94989213
u99564152,b26138336
u55584124,b23457095
u07247118,b54781444
u59182455,b03579093
u15396837,b07812624
u17448555,b59818681
u34251370,b60875236
u77484630,b72338731
u54634485,b48337204
u48716629,b69989437
u18614155,b25762643
u30130876,b08004121
u47540203,b40598851
u64385666,b55984728
u96819645,b98789468
u99746749,b77101493
u19494363,b25811713
u65544125,b06218662
u36616372,b06831882
u56464476,b71606543
u19357278,b15268547
u43462128,b89571675
u54068510,b97309966
u48959413,b60562440
u66921345,b19822827
u27693579,b18530260
u73071458,b71734908
u88632127,b43914262
u25842819,b59909176
u09392194,b61372131
u19865744,b33796246
u97202589,b26635003
u03638593,b29738200
u94076461,b80070869
u15551896,b24247877
u48716629,b60500282
u64361391,b72005521
u42463198,b78377250
u40233346,b51286612
u15210221,b72244461
u33344403,b19867465
u46509376,b82853645
u18737911,b77628606
u96488856,b95080493
u85084155,b09049778
u14469050,b08268015
u60284761,b01338628
u51643522,b08135061
u48297772,b87618318
u56310054,b09317112
u93067250,b66046995
u63969340,b34925770
u65030356,b98034668
u47448521,b38399229
u56970745,b31362596
u23330314,b03946791
u81534409,b16428538
u31951919,b83439687
u33120659,b17347267
u00529487,b74078005
u65162013,b74821603
u46721218,b09049778
u83083434,b90840036
u50761769,b01714936
u49060323,b37657413
u56850527,b38850631
u66765469,b10322960
u94615527,b70912031
u94060084,b00450789
u21143790,b14796819
u77146748,b09304076
u27077247,b13222925
u37948213,b93164941
u55307606,b22785797
u36226931,b14476018
u56690747,b42027204
u64390767,b44944170
u64397122,b26138336
u96715051,b69989437
u97428867,b17906067
u78550924,b72304066
u00517184,b41128929
u71246645,b26783178
u53579333,b95113879
u91516269,b70715493
u35189718,b48867860
u81966865,b38122928
u02329896,b72750413
u58322454,b30830987
u13184825,b05819688
u05981024,b99762967
u75613037,b41790290
u25300164,b06766591
u15510052,b69931234
u28030421,b84462089
u51807981,b84822634
u15013028,b80596289
u94468941,b65481557
u79619374,b10161001
u92304955,b78180005
u30296347,b38115755
u47208586,b36066654
u81787594,b18469261
u22175834,b33230428
u09517988,b37363405
u01220534,b09589765
u25081483,b10567312
u22335701,b23369233
u09545986,b70594592
u55885991,b26940296
u19408896,b42634152
u67556546,b14632405
u00387165,b59032154
u41373370,b16024414
u14211629,b65061509
u28829598,b75979651
u81018018,b36972912
u81828791,b50275880
u01619835,b46006537
u16121473,b38122928
u81554759,b62223240
u26772085,b43914262
u16359454,b04670551
u90662972,b62130513
u64485886,b59061395
u63549776,b96621963
u58900348,b51332181
u35286587,b88317943
u92228683,b92369977
u93085815,b30494145
u93894361,b07812624
u37943608,b05154189
u97904443,b53545849
u27077171,b21674268
u08954049,b02130926
u52478134,b57745506
u04149302,b23482469
u79464776,b80070869
u15617488,b33701355
u81190113,b72782535
u00325618,b72782535
u85894700,b32735719
u03298800,b48867860
u73795663,b93997659
u92604009,b29751550
u32767112,b22879567
u94576872,b57704283
u82784125,b67030393
u35365348,b43253694
u26025358,b65411088
u00111518,b66983425
u06369864,b54235467
u98444003,b96839297
u25542982,b68936917
u60973863,b93997659
u33279275,b09365531
u72154489,b26385014
u71725542,b42283267
u43930052,b16024414
u99646364,b87049222
u80736345,b30107248
u10918000,b60950824
u94323449,b59575409
u00637607,b99620979
u23692066,b52736396
u67857862,b08361489
u50069371,b88947899
u85401916,b50386610
u98937623,b68095955
u47583529,b23711476
u93850637,b82148195
u80213152,b54369491
u09360315,b98256804
u01510669,b33391853
u47708111,b80236573
u29190811,b85462814
u52427655,b87284015
u88263700,b08349503
u00861719,b99719030
u84560515,b34681163
u21063449,b31362596
u42922673,b19867465
u18040686,b41331137
u20313666,b44944170
u90050314,b79253970
u07787942,b86896365
u13066485,b79975924
u37415689,b70912031
u20019335,b97454851
u53548844,b99995068
u11513655,b15484815
u77818535,b90421686
u56267205,b20537286
u79706959,b61540818
u16169439,b34681163
u85611233,b86763538
u39804565,b45359881
u60986005,b86788370
u81793387,b08545824
u72511767,b38337565
u67257732,b26960566
u83114225,b14632405
u01432716,b42760665
u36732651,b77342401
u66765469,b46315640
u83185904,b18610759
u58549394,b48177176
u89089165,b19830299
u33392819,b42349213
u96923818,b98844131
u38349060,b00793888
u14330700,b68095955
u06165751,b89860106
u17182857,b52929604
u50426571,b26138336
u71116266,b08330741
u48060265,b04374540
u91745627,b74504784
u18191760,b21065796
u00482526,b41094724
u86586216,b25004187
u20370957,b78407229
u99012360,b39709801
u60587923,b96783065
u44127137,b85175518
u85232194,b36398776
u97027031,b58169611
u09902033,b12975176
u41535627,b52473532
u54945950,b90840036
u71534018,b70912031
u96495609,b97491927
u05416261,b62718965
u28027991,b46006537
u72198475,b71020602
u68302561,b95615820
u07378658,b02766522
u64485886,b49553867
u59443457,b36265270
u04844640,b90032980
u96157592,b15869276
u58725454,b83749692
u29149751,b61571243
u91418804,b49553867
u47790049,b45594562
u54437554,b19687370
u70971350,b15354652
u32012219,b44223736
u09488174,b86377281
u00470071,b95511741
u81456070,b00595420
u85299539,b87874068
u51464854,b71794852
u79071470,b44849506
u25175469,b39088089
u09677908,b99145398
u99052617,b19369477
u60413091,b70021124
u98572288,b04374540
u84425802,b79815294
u02612539,b98954571
u24801398,b21398815
u05419797,b60107102
u54981120,b09589765
u79558973,b66191127
u78595221,b78156277
u25724098,b10239804
u25978602,b35526856
u74371555,b24413532
u69458283,b64932806
u34829814,b26540924
u13979153,b62202095
u34131050,b54878424
u35581149,b87691807
u57043338,b30933014
u86453416,b24593494
u73375415,b23320804
u08883132,b72782535
u72198475,b15764467
u92343186,b70680443
u78999803,b41566519
u01432716,b75608279
u66017890,b52842739
u73473255,b24500781
u47603292,b22430494
u25553227,b43329233
u65666701,b08180481
u41544146,b28801125
u61495778,b49433911
u71874848,b87295708
u77801734,b44711938
u65891320,b90893106
u13070832,b73939527
u71008515,b78275112
u30601002,b88487078
u31522720,b26385014
u50692600,b73933163
u22497171,b26539361
u83594983,b48270179
u38303293,b34532932
u30409902,b45359881
u93986505,b52842739
u79204140,b31024771
u37445164,b22105612
u66282446,b17585340
u35388577,b15094299
u54167256,b55694594
u15927744,b36231626
u50046299,b29802159
u68515671,b42786622
u29190811,b57857330
u04650093,b43914262
u99853803,b25811713
u55755379,b01379050
u17227671,b59558374
u72053275,b95439113
u46918993,b60500282
u90678176,b27882595
u57328641,b41508817
u35379697,b08004121
u28485740,b35893416
u65334994,b46954369
u05346583,b40550660
u59082984,b28338983
u83929385,b05231805
u28846857,b03671144
u52788518,b87068336
u68967234,b78457511
u49765915,b06167371
u65714406,b40128170
u56474810,b32727723
u10138350,b44711938
u00395093,b39081955
u37211173,b90214856
u69351677,b92899961
u47234321,b19494868
u04091312,b27289602
u05767988,b04721713
u84584540,b90814876
u45365879,b38446710
u52501920,b98844131
u06137067,b10229286
u49691545,b82356258
u21134374,b36754274
u17201164,b75782829
u60003923,b29422431
u69842138,b08233764
u12396820,b97964357
u34480141,b21893915
u87737633,b86306498
u09110936,b23378256
u85501764,b39217525
u68289888,b94438753
u96326348,b46006537
u62760647,b33391853
u46983279,b46006537
u71509810,b53192007
u53126233,b77508650
u71916948,b05853556
u09809484,b01714936
u92630863,b86843272
u02844557,b17618752
u52874739,b67380674
u82397227,b56482176
u80875285,b53545849
u66547269,b15688485
u92101412,b65606948
u49174314,b58973293
u29449997,b48860547
u94730098,b27702770
u88291196,b27096444
u58073828,b68325129
u59532795,b74719644
u77839767,b17618752
u93787467,b97302773
u01749144,b22103572
u71529610,b79619792
u48935650,b29802159
u61013786,b80070869
