userID,reviewID,prediction
u77355739,r70788666
u35946057,r23113275
u36007965,r15350413
u22660980,r84140373
u43825540,r33644232
u45064588,r39448663
u26532593,r60187252
u63454255,r91474068
u48375466,r64834598
u99904255,r88013238
u11569566,r66246151
u21951727,r83232409
u76203177,r57870897
u06246242,r44363491
u27372536,r33928539
u46846492,r33206319
u45102628,r61505798
u88039813,r36928715
u37257617,r00976225
u99199635,r39368103
u47236758,r76230633
u76886385,r51161169
u58322454,r83959369
u59609413,r70570405
u22167265,r94769733
u51667402,r26157471
u79151702,r03952858
u13307745,r75337598
u31658812,r15862572
u71031076,r23975443
u39825386,r52324993
u24246060,r87100052
u00529487,r26547167
u58725964,r47128206
u81733773,r84081228
u03826803,r70082361
u96511716,r22527040
u67511559,r34977718
u35001452,r73272343
u48951000,r35599632
u92793904,r91845142
u56891524,r92610217
u37664120,r09741234
u40788415,r59540311
u37553683,r18351391
u28908837,r32039227
u83052617,r61582906
u60698669,r68899352
u34755532,r66263241
u82230257,r61838062
u37832592,r50633494
u33224321,r03134803
u26601610,r41084257
u24162851,r04632240
u49672708,r23134753
u29446340,r95723667
u13094531,r23512616
u48400767,r52542231
u11941866,r67202463
u88657627,r69073145
u03647123,r70715783
u43480068,r41159476
u93908753,r93026027
u74804074,r18105612
u45228550,r45391810
u61354768,r69525825
u77617265,r63698932
u71216844,r38826814
u10134482,r81783917
u95618453,r60415607
u88327496,r05689945
u38806437,r18301877
u41312559,r27926477
u08088480,r46901636
u48778252,r58707575
u44251151,r13337970
u27512255,r61364436
u46993348,r93004791
u26733360,r52008343
u61158819,r10637179
u86978632,r36984734
u02375772,r89307779
u70213519,r36413790
u61657634,r91134861
u94029584,r97914314
u18332506,r30534901
u19713692,r48067081
u86396308,r14593612
u83595322,r32662397
u36887757,r11400719
u04251730,r62848335
u92808310,r42513347
u63157308,r67105150
u33332157,r11037224
u61087310,r17992379
u84005877,r76584913
u95764849,r31791411
u85291915,r18449917
u72178463,r79061056
u83475103,r24565745
u40346294,r67998065
u71038531,r17143193
u31821361,r51146263
u74482402,r06293283
u20688225,r60057203
u58452798,r22100495
u36939041,r83178285
u86013392,r31870361
u82691424,r43827251
u48271179,r43812222
u22520481,r66851428
u45039358,r17884067
u03683135,r03091819
u11016116,r71391159
u82230257,r45704268
u89143245,r11472941
u95924023,r97154239
u30392680,r76714164
u91486038,r26640890
u49999266,r44831655
u55555215,r64588153
u48880668,r66949253
u21307884,r72513525
u21214511,r91761950
u85439322,r51906779
u87243494,r35677232
u41648003,r88420389
u75926217,r65680791
u31144386,r34236469
u01383174,r41483038
u72791889,r76511192
u47403601,r62268918
u92446519,r10494501
u12709451,r46631853
u80902596,r75864389
u66122003,r35368471
u53893733,r95258990
u75295987,r49012428
u17027000,r19518401
u20333822,r84849196
u81787594,r73639043
u39320889,r09727886
u76081911,r79644925
u96559062,r31594009
u09626800,r06526355
u49569223,r86893403
u62888057,r67289403
u37012620,r15386985
u00708704,r92114938
u95631376,r83954784
u57209684,r86340135
u86136418,r90437551
u91305647,r10571238
u65136899,r27206608
u70765667,r31799212
u48438719,r39085047
u06878014,r08875891
u58565786,r51018892
u09222213,r28833824
u22195612,r17537437
u77465164,r40701922
u57111108,r69789543
u49882291,r63685468
u57476412,r01357110
u05797418,r29953749
u54745464,r67825109
u07274646,r92207156
u70793777,r72575990
u14954627,r40989630
u17379196,r76297488
u39854667,r58449177
u27057097,r34908982
u56717883,r24908242
u30068009,r60696558
u83358502,r69207971
u69638581,r83277985
u30666714,r01942974
u74028203,r01760140
u17179465,r89719449
u30849162,r41123590
u82142857,r13608269
u20906232,r29282566
u57100079,r32537507
u52641809,r43666939
u86039001,r57673303
u42584499,r09386369
u64345804,r85794105
u27268430,r49517301
u71496502,r90436106
u93882437,r52539936
u30463499,r80063443
u88339592,r57354344
u05643166,r25770835
u84308097,r50300236
u51725744,r07738543
u51817409,r99067204
u62685770,r08891908
u91614054,r15897625
u98206615,r00394839
u69974472,r95774728
u23400076,r81251173
u80770266,r46236303
u81036539,r77804658
u16494758,r33790650
u47863360,r58007082
u39308145,r81405872
u05174399,r18261586
u55976154,r45557270
u81555051,r36137986
u97239953,r23435447
u35714407,r73971061
u35159530,r75155789
u45265097,r70739440
u58149962,r10878590
u97609888,r48637203
u13418915,r31432510
u87889208,r03832522
u06114485,r36661440
u55101749,r11992689
u43059668,r38504088
u22356103,r67462700
u42458525,r18968248
u60612766,r63272530
u10343976,r32411095
u59061243,r34290760
u73867270,r10631566
u91778493,r27553171
u95521301,r65068932
u47579451,r58507861
u42176338,r55230142
u48297772,r29000052
u76159714,r80782768
u65626189,r37713653
u93016731,r26825026
u47785211,r53395867
u15970386,r52976674
u84686248,r27141976
u76724822,r22946465
u95521112,r06139049
u48874438,r35192643
u33856870,r73075440
u54645973,r24891278
u61369497,r01328310
u93132647,r40594251
u40006407,r03238315
u93067110,r43595865
u90651248,r36602637
u32438149,r58574815
u61606723,r34952569
u34213184,r89278161
u07886886,r88433577
u54410878,r61372560
u97552180,r48819677
u23732071,r61641540
u97379623,r54311677
u57876397,r67744508
u10717256,r23021076
u07888507,r34597225
u03535459,r59537710
u35627949,r30687770
u99916859,r48163174
u21311339,r67133976
u28197019,r43651985
u44601053,r90450305
u99542855,r01999317
u18163877,r79781562
u07300884,r33457579
u46856770,r01227863
u86625659,r07528655
u74053933,r31154939
u69446361,r27028309
u75881505,r73044527
u80238546,r27550212
u56031764,r27646432
u31234496,r05461229
u29837926,r35603957
u51129136,r25717887
u88283277,r16612511
u66629918,r55211053
u76700337,r27513449
u22317377,r37214866
u62059168,r51945028
u30468817,r59261092
u08179614,r24267834
u79945794,r14879917
u04259101,r19626640
u82517573,r81868908
u06501193,r53980063
u49586133,r75803397
u58598749,r85423852
u70367638,r10631984
u81355023,r38707164
u23881246,r29768737
u07983979,r21183500
u75395071,r16571109
u86587445,r46558808
u34924412,r20680883
u00721308,r94285578
u01991371,r41465355
u15986233,r69302768
u39048039,r29025847
u84537865,r31217480
u77955323,r87320019
u39067125,r42490119
u53893308,r99070051
u19096504,r50940236
u98151049,r39543292
u48002771,r73874939
u44345270,r06521064
u03794341,r66416675
u45910857,r48004927
u41183889,r32468809
u17626924,r89210798
u41120194,r22481215
u16743766,r87855442
u34935589,r57764858
u71168939,r40044433
u36806576,r16951111
u15827659,r13880816
u01705299,r52238328
u00804313,r31005019
u39831772,r50833259
u71385679,r84854199
u26474410,r95750669
u84007943,r67707567
u32100450,r50191146
u65795467,r22591308
u82436939,r87255369
u87929504,r93167996
u60445922,r38877202
u85177746,r28141603
u39131128,r58133530
u06694059,r95969035
u71825184,r46638358
u54634485,r54936581
u73908295,r54043179
u28170321,r18364161
u16471588,r99899323
u73418508,r44705076
u63964733,r97301814
u82826737,r31980292
u11074775,r07436514
u12616131,r80434768
u68586311,r58267002
u05157670,r51385641
u64672324,r76899340
u99554415,r50327849
u33830349,r18612078
u56159389,r53013871
u26941730,r22651999
u93162714,r85711556
u06948815,r05837240
u67975496,r63497152
u69720713,r70292567
u05567276,r04608678
u32439021,r16601259
u91031186,r69715141
u22110133,r79047142
u65216691,r41627646
u28354911,r37177815
u46757232,r65695649
u19461036,r28351368
u02111479,r94547642
u59185396,r43697319
u93613884,r44619465
u17198787,r57260739
u58394574,r21594910
u55349714,r29362434
u56020433,r46263244
u93845045,r57614335
u95283423,r98969271
u85197890,r75724714
u17572358,r77828581
u32979391,r02958884
u68817472,r16242417
u57894741,r59218422
u59219844,r77967254
u32364512,r58996452
u24818907,r56726264
u19180636,r41998759
u23975109,r29484193
u17619836,r55503424
u07284420,r23106796
u92463243,r34261269
u68695181,r97750599
u64396449,r34166909
u87823473,r23510093
u54193094,r56968024
u01680080,r75530861
u85584704,r73704663
u75987289,r35020024
u99232486,r23692839
u16494758,r49429402
u68337926,r49418347
u56333201,r60005252
u00169855,r63292565
u70326065,r15291081
u87428852,r88847172
u61874651,r67168240
u25636953,r17062464
u96316188,r62541868
u79366353,r91510670
u28073338,r68888795
u32127183,r76485926
u05310858,r95836069
u57439506,r11302180
u63872568,r93213066
u78409659,r99910870
u93043425,r98142165
u67737404,r48040058
u75663103,r65630057
u96591509,r58604427
u64088405,r99934379
u72353631,r55574969
u35778765,r14703946
u01940528,r74343241
u04259101,r18803018
u64222159,r98203392
u97926113,r02912281
u51902485,r70304774
u91446069,r34809201
u21212133,r11397805
u91878403,r35837295
u10905348,r62131549
u56816084,r03799703
u85097837,r48296571
u76511749,r69941429
u80373626,r36180974
u72804214,r14998203
u37195847,r50543171
u59578778,r27810065
u35657840,r89435191
u86399601,r45749952
u59853024,r11963205
u30473065,r97948170
u02255082,r08746683
u44696296,r92265513
u90717326,r02540260
u80056347,r63943995
u36343139,r45464622
u56910081,r76596821
u48667167,r83598740
u06136307,r07537096
u13494007,r72549431
u81435128,r45162952
u72121306,r56607743
u44065529,r95246359
u04461163,r32258387
u09007132,r95723692
u39328975,r98485157
u66860167,r83918590
u59032568,r23789358
u32655536,r62630208
u54487766,r37901710
u25720238,r74051086
u53246151,r73216018
u03567338,r04792689
u07300884,r87967881
u57976641,r79171800
u39308145,r31776364
u20276376,r24545145
u57779301,r77383797
u74841372,r42033017
u03575585,r82688588
u42122843,r86123359
u79096198,r33699258
u07104154,r62760817
u89806996,r00706327
u59923784,r35191527
u71190420,r02340253
u02124234,r78295912
u14446109,r88396168
u29351237,r46736144
u39399108,r17353134
u26529988,r24618598
u47350544,r26295778
u94112906,r65678885
u73236874,r39688105
u47235064,r39078375
u05848987,r60498141
u47839544,r87723528
u58821517,r29016454
u57262448,r45754463
u05012823,r28310531
u54646458,r55331839
u58473438,r00480607
u68972137,r72914063
u40819552,r72766605
u97859920,r36664880
u51763263,r48561844
u65887259,r64699739
u60398036,r74459842
u39482731,r86783405
u01847605,r50832567
u38955994,r61947154
u28003207,r07811183
u26017443,r42121503
u69333746,r76012061
u95078034,r08773952
u71596851,r33561157
u71830170,r77571152
u27708347,r84851323
u75226092,r42063495
u91560225,r13369173
u26996043,r88657511
u16359454,r68747165
u86790618,r95172845
u22082696,r55477420
u13891964,r67127710
u86689263,r16804594
u92602297,r59939914
u62689724,r94719774
u63708438,r57621843
u60365523,r28785236
u91984244,r02788314
u64489623,r22000891
u13000785,r93945784
u90717326,r90772468
u40273207,r77686350
u18588874,r34989582
u59631924,r62097571
u50135288,r04031574
u51156803,r10262801
u37195847,r73677699
u81317301,r57065389
u33800457,r61048827
u95688750,r43299482
u57810411,r98743478
u91449967,r90202729
u34021268,r62726880
u75503482,r92181537
u35198380,r63483322
u37486018,r25183120
u28995808,r26157528
u85918538,r95892302
u81712121,r11017171
u30265499,r71102377
u48224907,r60024841
u78766103,r90894536
u58725964,r20167575
u62467498,r97547256
u64207832,r58876276
u76289519,r92543302
u27992136,r73975020
u48738934,r98295411
u46448877,r28233478
u43935290,r81957704
u34511826,r14643024
u14917556,r36709497
u84195833,r41754217
u72454939,r85176911
u47914147,r67116511
u97205379,r07919902
u46589288,r15613437
u90225732,r02461895
u01468709,r24967517
u81897444,r93015129
u14479809,r35548431
u07914828,r43550479
u30043223,r70757231
u85719363,r67989473
u94297823,r46326063
u60732667,r94804086
u26251523,r64575197
u03423567,r85415979
u15385280,r07408671
u36664531,r53679857
u22238381,r53629334
u59763134,r79186769
u24372896,r89643542
u01701113,r62502513
u46887286,r70819703
u02275121,r98713044
u52088881,r41551578
u41091873,r93193975
u91389890,r57268217
u32698817,r25054254
u69788502,r09694513
u28053138,r76174636
u10258306,r66628595
u72145920,r97869035
u78514133,r26878897
u27554709,r26345149
u38359890,r28624236
u70588443,r27488452
u88357796,r92309721
u99912566,r49091990
u75610452,r11636857
u60138529,r90822784
u63887635,r17469256
u94030698,r45766472
u13052215,r56512729
u37749273,r02294674
u75672306,r88431275
u94259038,r21054622
u16857139,r83361321
u07981534,r36231728
u32239376,r67815713
u59625469,r36008505
u37799876,r60133690
u87414687,r91684978
u05387749,r78926218
u27792313,r30695952
u00915019,r39224795
u66111131,r92569350
u13963826,r67268209
u93882437,r29656992
u41275240,r53410404
u08802859,r03178986
u21375519,r98982104
u68853830,r14279360
u56604916,r16879512
u48302236,r40325562
u55343490,r43562168
u20462651,r19353716
u53351055,r09679256
u34308217,r78156194
u03371659,r19890297
u46738261,r20815861
u15749357,r12421727
u47046524,r73625598
u54020695,r45468733
u35822939,r45914131
u05895341,r42621042
u33730617,r01223280
u18316924,r55526243
u87058141,r54825072
u26925389,r91830055
u19522364,r18011074
u12844324,r57547952
u75694216,r56989116
u27381832,r01052014
u38374845,r72880916
u15258979,r16667287
u70100884,r36774567
u03148381,r14190089
u57100079,r32474567
u80795568,r09832463
u03053109,r48841013
u45552557,r61343736
u79711431,r34318957
u43270870,r12304824
u77318634,r34686826
u91614054,r59600426
u62122614,r60191655
u70616797,r77856403
u66863006,r89252552
u30250310,r02354017
u66372748,r18533495
u32226729,r56875091
u06859126,r05858398
u68038885,r14810541
u54064238,r26240222
u79937296,r96518765
u22823225,r03639594
u65016354,r50988473
u50289088,r90053409
u14879689,r69218622
u54823561,r29766009
u75360892,r28606861
u19951525,r54280978
u83341407,r11069937
u81897444,r59232814
u53322515,r15615458
u37723189,r01168638
u33531891,r92407425
u19890119,r98105493
u25349903,r38004050
u05134424,r61864016
u58839094,r24330764
u09220118,r08508377
u83254948,r85802313
u13552434,r81983037
u14454917,r97902799
u92959690,r20291482
u37666632,r77186815
u28899384,r91044924
u84883527,r73795844
u91614054,r08027812
u47198422,r60116524
u78866688,r70192855
u59180500,r25980638
u25832611,r72753445
u06163994,r36700137
u66618523,r48606589
u95533486,r27017397
u82230257,r90553146
u48874438,r83101847
u60839601,r86833635
u62468344,r31834588
u58025562,r32299387
u89876512,r77987911
u49841843,r69824087
u94737104,r53158647
u68867803,r91413210
u17303239,r01480748
u32929814,r94566848
u06069123,r18019676
u85111513,r89724906
u14293052,r93615665
u52170263,r20397982
u37676096,r96412544
u85089216,r94450756
u55951288,r02083967
u76152715,r24050484
u20179304,r20206254
u76587590,r12335960
u22066926,r75450887
u19910561,r92076962
u07563117,r85393508
u30027244,r81860289
u68424961,r58260071
u92911708,r69992070
u51752806,r54324440
u73650924,r68012958
u23827087,r28713221
u18272103,r28198704
u84936440,r85568613
u09469008,r22196781
u33644660,r89410538
u32292682,r13286679
u14845532,r45488391
u39769062,r29360583
u14684350,r69614913
u52871819,r04627561
u13994676,r98867508
u98693289,r38950735
u43623188,r41874692
u51214131,r47620055
u43417075,r29657146
u77659679,r85817265
u85356295,r76433026
u09030946,r94050019
u70190209,r44320985
u83513780,r59395786
u69258104,r87451432
u54528083,r08580777
u93125394,r92890876
u06836495,r09208018
u23639565,r54448401
u80961266,r53447407
u08129779,r27704260
u12990789,r77176434
u53292514,r87715603
u77477811,r98127852
u44781454,r20272946
u95674070,r91121514
u49969208,r58622444
u92061756,r15975060
u01471591,r79984291
u23410271,r98459157
u17839500,r99760402
u70401754,r98746113
u95498991,r97998201
u57623155,r52482458
u58314879,r70441534
u25353645,r80557903
u15667916,r85477620
u05103381,r69714716
u47898366,r13183098
u55343490,r53627826
u53246589,r08648631
u22375910,r32333166
u34298646,r43490294
u23925728,r78246857
u94824595,r45431088
u48915967,r57816612
u93650455,r68950955
u87564808,r17655942
u95584031,r99395242
u40924096,r14336400
u49540945,r96698747
u30849162,r10805092
u23386189,r59728986
u67935521,r88849689
u05344831,r38828682
u66030489,r48274911
u48400277,r31792143
u45380545,r08620751
u38590656,r41130151
u06741305,r74007391
u40757273,r55881229
u59562013,r39825499
u83035353,r06523730
u65078113,r49168675
u83726401,r13481166
u00970554,r28228053
u17251675,r57700583
u58805893,r43471069
u36255720,r73862813
u06910399,r07122478
u21728387,r00784412
u05395045,r77913276
u01176189,r12820085
u81432534,r87903969
u57754352,r87382601
u05886609,r93943869
u37920256,r89369960
u98447354,r68170031
u34306716,r12980390
u25920863,r98793989
u82422854,r08117708
u82811397,r67172145
u40398636,r19463176
u45942620,r48788950
u06130660,r21299567
u20227867,r21638686
u26058366,r91398633
u78708900,r43295109
u34262955,r80476923
u31780483,r73366610
u89427556,r37011664
u79945794,r45116492
u07587020,r49868297
u45983243,r57902062
u61644309,r33705879
u88074404,r04548827
u07243263,r60511046
u10851170,r49428585
u76048233,r19674088
u26474410,r39292015
u76225389,r70432271
u44950148,r27990980
u90084285,r11962382
u37595283,r61612975
u73328703,r73145800
u58130244,r24338818
u94735831,r53814743
u59838306,r62310868
u42333639,r32655679
u18965951,r13733495
u14072276,r23504543
u15986233,r23599525
u32793759,r95268978
u62370933,r29818166
u58785884,r70099709
u44743020,r66906433
u10781089,r28221485
u36277096,r66958470
u38955728,r33191174
u91516938,r02287004
u03864688,r00696638
u74024900,r27959096
u91895302,r89235073
u48033974,r17143317
u26314697,r04587498
u02271087,r70036759
u12706784,r75843049
u70222237,r46167358
u48297772,r93008218
u08305368,r62597741
u42868317,r26184224
u77468930,r50169756
u08283346,r18304027
u52974480,r00616730
