userID,bookID,prediction
u37758667,b99713185
u37050179,b19892880
u29523166,b17858649
u60906395,b18902100
u42379341,b20877763
u06695586,b81582839
u29817491,b72160759
u71811951,b87393947
u96172285,b31176307
u22427098,b57055452
u53850784,b00553199
u51031721,b55180043
u51596929,b07453967
u85626045,b60770713
u26936313,b05973551
u19834842,b96714327
u31254411,b88263678
u08824994,b09123950
u58959442,b02880533
u20989271,b70319465
u68221858,b77136574
u05281791,b26319454
u90928974,b34755064
u71506103,b01900972
u11609523,b79928088
u05619835,b87060879
u47882961,b00943731
u70609334,b88597012
u10617987,b25678098
u34408617,b80663565
u96816722,b01544730
u59756113,b80854971
u01662164,b78540784
u96265430,b24276994
u12420829,b45594562
u40065464,b02595833
u23632588,b62127029
u43297193,b49624107
u81107945,b07133949
u61391275,b67967555
u67805239,b08330741
u91143691,b29505914
u02791388,b97333358
u07647919,b94889574
u23732071,b67477720
u85626045,b29802159
u86810088,b03946791
u72015549,b33550237
u46999125,b82203807
u97632515,b49553867
u69930841,b64726611
u61359485,b53813950
u53243714,b56784042
u76848044,b27818520
u22046987,b56337803
u08115239,b46486259
u28486338,b02853730
u62094534,b70855644
u28228328,b08026552
u50518614,b15869276
u75696327,b85280851
u23634077,b31821160
u29406320,b98203712
u30194655,b72782535
u77087319,b15962680
u76496466,b06885622
u28679148,b41341679
u18222988,b09365531
u06154889,b81438943
u86783093,b43350518
u15841834,b92935784
u26284510,b34240968
u81792338,b96756396
u08543148,b16179291
u95124463,b23267382
u57830157,b08878060
u60787699,b40451281
u00325618,b36231626
u72025442,b36231626
u06549812,b63603925
u68785769,b60613242
u34487392,b43143253
u46738502,b06073707
u56656790,b48931794
u43195417,b36329080
u65236118,b58973293
u10695422,b89513984
u90070815,b18554458
u05039268,b66348359
u21235338,b33276088
u63829990,b73906619
u37119228,b75189008
u66970209,b21742051
u80690767,b61292623
u59723406,b72969078
u14288259,b54655739
u66212165,b32751556
u77404139,b63867839
u31566032,b80294058
u76218822,b34755064
u65540073,b52892780
u77826116,b90415240
u32865322,b12526023
u45024046,b19103516
u68221858,b19431293
u19359999,b56738263
u52616983,b60875236
u56739270,b11811577
u84266475,b29384677
u08831911,b07812624
u67787222,b58258775
u73604953,b19310775
u79463937,b98844131
u81582119,b66800493
u86857307,b85901970
u32579779,b70305381
u94261250,b62223240
u64854032,b03812811
u22657768,b52892780
u33364550,b91361163
u45221389,b41094724
u72889927,b85563441
u59423576,b51018612
u50932723,b06167371
u57823181,b97177380
u21708466,b39398529
u17578542,b19657672
u19335401,b07831192
u53202708,b77680859
u04235043,b06624409
u74930336,b47707851
u01693462,b79928088
u94292631,b38399229
u90561107,b08029360
u64879580,b44711938
u18122528,b02037149
u82911713,b34002311
u07401099,b73931550
u60382907,b05392501
u34367497,b66443954
u39355605,b27710508
u98737299,b76995030
u56190751,b97397318
u08883330,b00782849
u27192610,b24809015
u42476014,b79975924
u30633912,b99836543
u90119398,b70664431
u27190101,b84694470
u67012124,b07812624
u46389571,b63791555
u09756227,b11973257
u15199351,b96281199
u22751145,b62853608
u91295848,b55147951
u20063906,b39174754
u05039268,b87338631
u23112355,b30494145
u24818907,b50453414
u92295412,b74034094
u57595207,b97302773
u55632849,b66379670
u22415566,b07815897
u64681947,b69647795
u20147182,b63603925
u54188926,b69520992
u55143314,b84405755
u45444529,b30188578
u23284185,b43173083
u97870789,b32645491
u44181165,b96281199
u75966310,b18554458
u23329581,b20537286
u77128564,b88562055
u14613069,b30429288
u52123040,b92631370
u54593551,b86785429
u11499326,b97454851
u17170720,b77342401
u19335401,b74718587
u05394637,b65411088
u08315160,b73933163
u34675786,b81697368
u63030385,b25474395
u64468974,b79601676
u99556899,b81999434
u79706959,b18056133
u91071979,b39810321
u51405875,b83613787
u49660255,b00296857
u64094892,b49523962
u23092909,b88953396
u24303553,b58850929
u11041984,b82853645
u87585758,b48464098
u90784225,b63610747
u71605139,b84892512
u60932905,b73481965
u05756725,b58654737
u43246576,b41863473
u11685232,b62396194
u93692215,b44108993
u43634493,b29376205
u82187479,b66645563
u47623173,b70977140
u88874763,b26651756
u83671230,b42623752
u44862282,b10567312
u33120659,b95816463
u31711074,b63671773
u16601991,b73056892
u05957208,b31988440
u40422780,b90171057
u03298800,b00524816
u44413868,b16263579
u37309434,b32373877
u38054230,b77508650
u30339526,b83173233
u27834253,b60720104
u19680684,b03441179
u55759556,b09150505
u05523880,b06655641
u17277487,b93241768
u26652560,b93229917
u24350663,b15981968
u40372703,b30494145
u33196947,b03407173
u53652723,b27977641
u49754877,b13513623
u10918000,b75533266
u75340528,b19867465
u73750666,b05439735
u65480298,b90109445
u23632588,b63951782
u56513076,b64932806
u55412667,b61677779
u01202500,b27963737
u81872730,b46452411
u45648496,b20928296
u10137361,b65332935
u52171957,b33153583
u41793451,b98954571
u59052632,b95816463
u69950090,b77738791
u06595199,b95000069
u84439773,b17115009
u80651766,b22242111
u09752540,b72005521
u01121757,b85511908
u96828619,b04634033
u97323931,b03887811
u73889900,b37096482
u76213981,b47532815
u56754971,b34755064
u00984674,b10302742
u22666459,b64947542
u08930362,b74719888
u70262521,b19867465
u56696518,b51332181
u12668296,b16955253
u12347426,b73409233
u88512288,b91712126
u25604132,b31687952
u56452312,b46139942
u02521315,b24836659
u62476721,b78457511
u89330669,b53074899
u16928644,b90681970
u14526503,b96783065
u80521428,b00218257
u59220788,b23378256
u90288569,b70849527
u40586753,b87404127
u71709665,b71020602
u80752748,b12359317
u93823402,b75109904
u21865318,b36066654
u64170854,b92598217
u44457694,b48339814
u53968656,b03132960
u60593746,b13890679
u50858659,b49452303
u31383198,b32246240
u81792338,b81900502
u09503366,b96621963
u72204551,b20480775
u62433677,b21733131
u22611882,b75100696
u35460701,b40598851
u10262266,b96783065
u90996955,b99570453
u56174006,b30590196
u74601875,b13395935
u19072842,b92398227
u31915768,b49401737
u19901867,b07793213
u46997228,b32288653
u62743148,b71794852
u96217137,b26138336
u86872070,b27543737
u99012769,b62883286
u66031075,b69989437
u09396490,b55461865
u62518393,b52929604
u17747950,b54247813
u13483607,b82160575
u17842782,b94706354
u77429543,b20816244
u19932518,b48421113
u83883318,b73712332
u92124360,b84249554
u95883395,b49225878
u69594559,b42373487
u02640111,b69989437
u80287626,b81059295
u92644589,b81210317
u59532795,b62325202
u43062944,b30195280
u07628783,b92889203
u35441885,b65676795
u44233952,b04947348
u97687464,b93974923
u56434221,b14425206
u61117799,b89786084
u90662972,b48718276
u86001108,b58821782
u77562248,b27271886
u10658839,b45085221
u69809602,b76254425
u96906249,b19867465
u43178181,b19363346
u56656790,b38992011
u65152040,b52929604
u47241606,b62396194
u71795631,b62223240
u13875751,b93745301
u53428465,b32345857
u33286991,b19830299
u43933581,b51347961
u42130727,b52729261
u12401008,b02793254
u52197509,b43253694
u61500346,b57254246
u33788026,b25958104
u19354681,b37388370
u45492115,b78275112
u39399108,b74821603
u95438798,b67253008
u73919585,b12894375
u79993549,b39750372
u37579736,b41094724
u82580769,b49324643
u09011204,b69764907
u45432198,b11660688
u10119060,b71827801
u12063022,b95800909
u00204382,b07812624
u66212165,b64177319
u11140184,b78275112
u94698458,b62718965
u35371792,b27702770
u45707540,b54859884
u93055501,b54423906
u79439479,b58972186
u20590651,b67685364
u49786715,b03946791
u35532457,b38115755
u88464408,b44944170
u10047988,b36927496
u72022337,b56915887
u27948879,b69693821
u50181958,b04222499
u23486500,b19555371
u03093689,b45651575
u60814873,b07577205
u84295280,b98220261
u45375075,b00810060
u23137128,b82757661
u26226553,b23320804
u16742471,b20066723
u00731919,b22198568
u43175311,b61652491
u80414310,b99606483
u72303393,b83439687
u91963245,b34681163
u52427655,b08395025
u12603718,b88947899
u56337128,b60373143
u19952454,b07855606
u60126956,b05882139
u30573224,b54597883
u39421885,b94383831
u07418091,b77183666
u35247431,b03370511
u73327042,b18851396
u27192610,b31024771
u18648616,b06167371
u83926401,b71963343
u18957695,b78008834
u33138373,b18530260
u20048371,b60669252
u97517177,b48898334
u45429064,b29998162
u52252935,b82160575
u40279019,b24990715
u71824054,b44663416
u59669901,b19830299
u43574776,b36851350
u24505190,b85040726
u69784065,b31176307
u52539147,b39081955
u38282175,b59590704
u21054426,b48465003
u73736736,b06831882
u25005896,b84961403
u82972547,b74099292
u03903093,b55984728
u06177577,b98309105
u35352553,b75608279
u85401916,b14304119
u58891335,b81819963
u87458168,b74511960
u04273726,b15664991
u26550736,b93997659
u89336054,b06495169
u79842383,b62282738
u40276191,b15854967
u84862200,b11798024
u31055737,b19822827
u33745103,b09589765
u78918676,b16562666
u36406172,b14551464
u61469790,b66646834
u48563323,b98196936
u67389435,b10573448
u45468035,b78425493
u08088480,b69761665
u24354381,b71013021
u52486081,b51735088
u85552504,b49707675
u57927806,b71642432
u78971629,b32816767
u57576587,b77746740
u68049455,b02494579
u68181187,b29998162
u95074425,b30801301
u59622201,b69852022
u93470104,b64042529
u10719083,b31687952
u27957677,b93719430
u29375217,b64538575
u07787942,b23798629
u81792338,b52217488
u79909732,b65411088
u35326165,b27179218
u40556620,b62008180
u31228908,b61970919
u47068307,b84249554
u06319768,b72512930
u13861371,b88116971
u67563210,b08349503
u31794811,b19830299
u22773783,b85972754
u37113013,b89502935
u58612117,b77508650
u12055060,b36717912
u36386147,b60484296
u66994018,b80124239
u26962877,b75438842
u33953531,b73113066
u33764056,b80615876
u47623503,b59818681
u84282136,b00629748
u37218951,b91361163
u56012734,b05372439
u52670788,b55685057
u45091397,b27458887
u21719540,b68965152
u92604009,b19830299
u38026191,b63666979
u64626460,b04529407
u48662364,b31582404
u81392517,b74002196
u14514615,b37363405
u47958749,b94139659
u66285055,b99629573
u95609691,b88461301
u90152363,b09399885
u55399317,b05472704
u32916635,b08160040
u44344893,b18610759
u16845585,b66468543
u86857833,b71794852
u73429286,b02624512
u31141699,b64562358
u53025122,b08349503
u50134164,b41642382
u52172855,b22929316
u11941607,b53689803
u77321296,b32288653
u21116643,b52485134
u94448754,b36688616
u52170263,b92635714
u81033429,b19830299
u09876839,b57649350
u26479509,b99052377
u29272800,b97317113
u26064925,b51042772
u00961946,b35186530
u13861371,b92598217
u97804739,b62470547
u68134700,b41957145
u66826024,b54689104
u97798015,b10940603
u13938720,b06624409
u14916063,b36742728
u29342110,b80616100
u65750854,b18378777
u07751186,b06949973
u76988304,b52929604
u51292741,b84753332
u11169366,b83935517
u68011389,b32538072
u49906594,b71472247
u84295280,b89324149
u54840543,b18273848
u81293080,b16647118
u15007442,b22437453
u81733782,b59881354
u94240321,b85646463
u15970386,b22387987
u98301194,b05764551
u42713262,b11179371
u35331717,b91102051
u54139169,b89251739
u05036342,b99145398
u41751452,b13777136
u61527968,b41451971
u39388048,b09472842
u58574412,b08004121
u80884671,b23461395
u80589591,b71450314
u98453952,b47303902
u58002501,b59459809
u22609101,b15854967
u73947280,b54242770
u78429587,b36766414
u45707540,b07611214
u08925078,b37073691
u80523404,b23109010
u52506216,b36972912
u52463962,b34755064
u83939595,b57312973
u96309079,b20380355
u34675786,b19212305
u13707138,b22760520
u32580417,b22723508
u28232079,b17187529
u96759057,b05271936
u34310738,b52580354
u40276191,b92969206
u94269727,b77357094
u97257468,b93974923
u61587998,b99465831
u67870252,b68181496
u72804214,b21278589
u73765947,b74341879
u91260617,b95422880
u67507636,b55488184
u98915213,b77430629
u51333072,b56740013
u19489803,b95002695
u81686813,b31988440
u88640426,b32476884
u57559734,b57828547
u81664644,b41227312
u81105240,b01318906
u96041445,b52429342
u49310252,b68784920
u72954995,b72541987
u30069721,b47053602
u08935885,b86085751
u70088434,b27904082
u12535744,b15461905
u35500336,b91229724
u45092213,b96783065
u63151912,b59428677
u27311048,b18469261
u01510669,b72415274
u88745642,b44076377
u87196060,b93615477
u69161655,b71643000
u96610731,b24158990
u40002327,b63673377
u60771044,b52648851
u65935295,b07533988
u69870873,b61670483
u01030694,b34734220
u31711074,b46271044
u03654805,b19626070
u30296347,b57530040
u99096587,b41804017
u01994828,b80687283
u53202708,b75622933
u79294617,b61372131
u35388577,b61652491
u21332587,b69761665
u45070208,b92040053
u59624503,b70865320
u51292741,b08122618
u60657481,b42989183
u37130143,b74078005
u58275123,b67049834
u45238116,b35245483
u37431746,b57283428
u96229629,b89324149
u87025207,b23760358
u61045047,b29180233
u56684078,b34463991
u04025129,b43540383
u39576547,b51735088
u57241376,b44849506
u01201963,b74874001
u98709011,b31415008
u84876258,b35526856
u59741883,b68325129
u03063924,b11530459
u55934866,b87595890
u46949741,b85383394
u20721574,b55594839
u01323344,b81900502
u38881381,b08899763
u66457487,b33624595
u15019461,b02559830
u04149302,b08216926
u11630683,b35022744
u65194667,b53332533
u20319074,b26255519
u02143150,b07378867
u93934440,b23482469
u79300524,b49721919
u78843714,b70027909
u88096373,b78407772
u89486686,b96952681
u41819611,b29543216
u44402852,b38958539
u46918993,b92071779
u37493641,b78457511
u46893046,b39081955
u43186229,b54872512
u84936304,b32751556
u46665641,b56105038
u96542735,b98823102
u60524088,b07563168
u43004615,b80294058
u28331578,b36270312
u71877582,b99803908
u07024576,b09999423
u89732246,b25784330
u34815980,b58850929
u22051947,b09317112
u54139169,b67584295
u73864626,b31475886
u78450365,b36187300
u98668723,b66908318
u55329870,b11179371
u89764252,b98294810
u64967856,b32328827
u41147846,b12986341
u24313100,b41067437
u07906741,b38925609
u73653601,b79706379
u26738721,b24644027
u74588676,b78330112
u29375217,b48465614
u76517104,b59032154
u39067125,b19431293
u35361860,b56550745
u73026153,b49452303
u25671544,b25108448
u67595907,b63603925
u43828693,b52736396
u01500329,b70016806
u53853048,b78008834
u85197890,b42232820
u55917884,b65216323
u15566571,b26959180
u57303935,b55290566
u41074864,b77746740
u89999370,b62486692
u31921604,b57002888
u70130864,b95119618
u56051010,b22227603
u01174735,b44870768
u37384333,b15971576
u87864976,b30795952
u68134700,b04767223
u41790502,b23711476
u34293120,b30241917
u78402681,b98516747
u01342939,b76308225
u94282918,b56425922
u07465760,b53713289
u00800983,b26651756
u95688596,b29576446
u21639195,b37561733
u46014293,b85475670
u29325185,b16558775
u99326217,b15595003
u56818871,b78430581
u46567769,b41681847
u76049809,b89983785
u17178913,b37363405
u58604657,b17187529
u23284185,b71005952
u81968166,b90370421
u39940834,b12800020
u36373642,b99548060
u83723032,b81697368
u43775713,b95144835
u34247346,b92959743
u73005376,b36742728
u13837464,b19184695
u75095246,b14848528
u75292177,b57002888
u20059749,b49708294
u74607539,b87049222
u94742592,b61975877
u80002438,b18722570
u84565874,b23519355
u03946059,b66416782
u44207648,b52500520
u62304953,b71794852
u94345029,b24751294
u21723713,b73142135
u83872939,b86376623
u41545541,b45931986
u42317649,b31577488
u69067657,b88947899
u31125090,b41198847
u90240930,b82237545
u28442218,b95056534
u18795173,b68456479
u98836335,b37923635
u15513950,b82056709
u07906741,b97887852
u43972527,b63671773
u95038494,b10017690
u97131649,b36814082
u89310958,b91306932
u03795661,b65442043
u24840654,b26451023
u20591298,b42749067
u44986397,b17203966
u41779809,b74929101
u05997679,b28543546
u33023197,b37561328
u02243235,b12442287
u54975067,b05819688
u39398766,b29802159
u45728403,b63952476
u61094465,b04084564
u68268274,b54878424
u45074926,b82148195
u94345029,b52523183
u65490394,b63721105
u75358553,b00525842
u87057440,b25857180
u24299285,b61372131
u46327560,b37657413
u66721307,b46728002
u79447305,b10229286
u76535077,b77331405
u28752095,b74052939
u25219489,b50443121
u40201565,b40536702
u28650722,b82785620
u62908172,b60040111
u48495596,b74874001
u11697431,b18056133
u54696647,b80743838
u67116404,b09041547
u37972121,b63774401
u52615516,b98954571
u37431746,b26138336
u95644473,b26073991
u07317934,b69520992
u49506272,b69761665
u16846255,b67873731
u06900861,b24915312
u33055843,b83182972
u65957502,b38352355
u21496008,b33209611
u06631256,b26940296
u26624423,b26138336
u34697449,b68157606
u48060265,b73802747
u74002247,b74719644
u31255547,b19431293
u01537682,b14632405
u85638121,b72304066
u04780750,b19153924
u83396364,b70462009
u55689541,b89230504
u66108479,b60640769
u15277345,b97730029
u72699912,b52929604
u51386406,b41396658
u11630683,b36494030
u13938720,b15038153
u81778004,b60756073
u59728645,b68605354
u78636586,b46983724
u42449607,b93198882
u01510669,b32289312
u39863472,b79662329
u74280480,b42065988
u51906182,b05231805
u20989271,b00676120
u06086244,b77150401
u07687298,b65676795
u73487198,b10314135
u53835517,b62325202
u30725726,b03047230
u01170258,b94847436
u60255310,b55765920
u50517533,b28942881
u43954066,b62850606
u00204382,b43270420
u62004707,b91385546
u74324910,b03530794
u54500750,b51242397
u98083882,b50733255
u07961255,b36948165
u20284163,b37351373
u31392197,b44393400
u83315234,b70254199
u90522208,b06167371
u83962830,b00278122
u07077753,b47644270
u69739540,b26924525
u50494888,b80754789
u45685342,b92242921
u19425267,b75511430
u19673761,b59845564
u65858062,b88870735
u89336054,b12757070
u79606254,b03935016
u76876687,b94732784
u40113408,b49329299
u63351603,b31994724
u49798912,b02104304
u61015648,b05334612
u99038663,b42283267
u13753816,b96221411
